id,source,url,title,description,tambon,amphoe,province,category,lat,lon
A1-01,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode=A1-01,"การกลึงหัว, ตุ้ม และ จิก (ยอด)ร่ม",หัวและตุ้มทำมาจากไม้เนื้ออ่อนหลายชนิดซึ่งภาษาพื้นเมืองเรียกว่า ไม้ตีนเป็ด  ไม้ส้มเห็ด  ไม่ตุ้มคำ  และไม้แก  การทำหัวและตุ้มนี้ใช้วิธีกลึงโดยเครื่องมือโบราณ  ซึ่งเป็นวิธีการที่บรรพบุรุษได้เคยใช้ทำมาก่อน ตัดไม้ที่จะกลึงออกเป็นท่อนๆ เส้นผ่าศูนย์กลางประมาณ 3-5 นิ้วยาวประมาณ 5-8 นิ้ว  เจาะรูไว้ให้สามารถสวมเหล็กยึดไม้กลึงได้พอดี  แล้วกลึงด้วยเครื่องมือดังกล่าว  ไม้แต่ละท่อนที่กลึงนี้จะสามารถกลึงหัวและตุ้มได้ประมาณ 4-5 อันโดยกลึงให้ได้ขนาดที่ต้องการก่อนจึงค่อยตัดแยกออกจากกันอีกทีหนึ่ง,ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
A1-02,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode=A1-02,การทำโครงร่ม," ซี่กลอนและค้ำทำจากไม้ไผ่บง  (ไผ่ตง)  เพราะเหนียวและทนทานสวยงามกว่าไม้ไผ่ชนิดอื่น ๆ ในตอนแรกต้องตัดไม้ไผ่ออกเป็นท่อน ๆ ตามความยาวที่ต้องการใช้ในการทำร่ม  แล้วผ่าออกเป็นไม้ซี่กลอนและค้ำตามต้องการ  ไม้ที่ผ่าออกนี้แต่ละชิ้นต้องผ่าย่อยลงเป็นชิ้นเล็กอีกโดยกะให้ได้ซี่กลอนประมาณ 8-9 ชิ้น เหลาให้ตรงปลายเรียว          
        ส่วนโคนนั้นผ่ากลางแต่ไม่ตลอดแนว สอดใส่ค้ำในภายหลังเจาะรูด้วยสว่านพื้นเมืองโบราณ (สว่านมือ) 2 รู  สำหรับร้อยด้ายเข้าโคนของค้ำ  การทำค้ำทำโดยเหลาไม้ตามขนาดที่ต้องการให้เป็นชั้นเรียว ๆ เหลาทั้งโคนและปลายให้แบนเพื่อสอดใส่หัวและซี่กลอนต่อไป ใช้สว่านเจาะรูเป็นรู 2 รู  ในส่วนที่จะใส่ด้ายจากส่วนตุ้มและด้ายตรงกลาง ส่วนปลายนั้นใช้เหล็กแหลมลนไฟเจาะรูเพราะถ้าใช้สว่านเจาะแล้วจะทำให้ไม้ไผ่แตกได้ง่าย",ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
A1-03,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode=A1-03,การร้อยด้ายประกอบโครงร่ม,"ให้ร้อยด้ายตามรูของซี่กลอนและค้ำทุกชิ้นเอาด้ายพันเข้าไปในช่องรูที่ทำไว้ตอนกลึงหัวร่มและตุ้ม สอดซี่เข้าไปทุกช่องๆ ละซี่จนครบ ส่วนค้ำที่สอดใส่ในช่องตุ้มในลักษณะเดียวกัน มัดด้ายให้แน่น นำส่วนตุ้มหงายและส่วนหัวคว่ำเข้าประกบกัน สอดใส่ค้ำเข้าไปในร่องกลอนที่ผ่าไว้ช่องละอันและร้อยด้ายให้ติดกัน
",ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
A1-04,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode=A1-04,การทำกระดาษสาจากเปลือกของต้นสา,"นำเปลือกสาที่ได้มาแช่น้ำทิ้งไว้ประมาณ 24 ชั่วโมง แล้วนำไปต้มกับขี้เถ้า หรือ โซดาไฟ ประมาณ 3-4 ชั่วโมง จนเห็นว่าเปื่อยดีแล้ว จึงนำออกมาล้างให้สะอาด แล้วนำมาทุบให้ละเอียดจนยุ่ย จึงนำไปแช่ในอ่างน้ำซึ่งก่อด้วยซีเมนต์รูปสี่เหลี่ยมผืนผ้า ขนาดประมาณ 2 คูณ 3 เมตร และลึกประมาณ1/2 เมตร บรรจุน้ำ 3/4 ของถัง ใช้ไม้คนให้ทั่วแล้วใช้ตะแกรงขนาดตามที่ต้องการซึ่งส่วนมากจะมีขนาด 40x60 เชนติเมตร ตักเยื่อเปลือกไม้ในน้ำขึ้นมาแล้วนำออกมาตากแดดให้แห้ง เมื่อเนื้อเยื่อของเปลือกสาที่ตากไว้แห้งดีแล้ว จึงค่อยลอกออกมาก็จะได้กระดาษสาเป็นแผ่นเรียกกันว่ากระดาษสา ซึ่งสามารถนำไปใช้หุ้มร่ม หรือใช้ประกอบการหุ้มร่มต่อไป
",ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0001,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0001,"สว่านมือ, โยนจี(คำเมือง)",สว่านมือมีลักษณะเป็นแท่งไม้ที่ต้องทำมาจากไม้สักเท่านั้น เพราะไม้สักมีความมัน ลื่น และรูปทรงไม่บิดเบี้ยว  สว่านมือมีขนาดด้ามเล็กพอดีมือม้วนเป็นเกลียวยาวประมาณ 39 เซนติเมตร ส่วนปลายมีเข็มสำหรับไว้ใช้เจาะรูไม้ที่ใช้ในการทำโครงร่ม ลักษณะปลายเข็มเป็นทรงสามเหลี่ยมไม่กลมเพราะไม้ที่ใช้ในการทำโครงร่มเป็นไม้ที่มีความบางเฉียบการใช้เข็มปลายสามเหลี่ยมจะทำเจาะรูไม้ได้อย่างง่าย ทำให้ไม้ไม่แตกออกจากกัน ส่วนวิธีการใช้สว่านมือนั้นใช้โดยการเจาะเข็มลงไปในตำแหน่งที่ต้องการเจาะรู ตรงสว่านมือจะมีตัวดึงสว่าน ให้ดึงขึ้น-ลง ตามเกลียวของสว่าน โดยก่อนจะเจาะรูซี่ไม้โครงร่มนั้นจะต้องทำการมัดซี่ไม้ติดกันตามจำนวนโครงร่มในแต่ละขนาดให้แน่นก่อนจะทำการเจาะเพื่อง่ายต่อการเจาะซี่โครงร่มให้ตรงกันทุกรู ซึ่งข้อดีของการใช่สว่านมือ คือ เนื่องจากไม้ไผ่ที่ที่เหลาเป็นซี่ร่มแล้ว จะค่อนข้างบาง โดยเฉพาะส่วนที่ผ่าร่องไม้แล้ว ดังนั้น การใช้เครื่องเจาะ หรือสว่านมอเตอร์ จะเกิดการสั่นสะเทือน และทำให้ซี่ไม้ไผ่แตกง่าย),ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0002,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0002,มีดเหลาร่ม,มีดเหลาร่มมีลักษณะขนาดเล็กปลายแหลมคมซึ่งปลายมีดจะทำมาจากเหล็กแหนบรถยนต์เพราะเป็นเหล็กที่มีความคงทน มีดเหลาร่มจะใช้สำหรับเหลาไม้ที่ใช้ในการทำเป็นโครงร่มทั้งหมดทั้งตัวค้ำหรือซี่ค้ำและตัวรับหรือซี่กลอน โดยปลายมีดต้องแหลมคมเพื่อที่ในการเหลาไม้ได้สวยงามและรวดเร็วอีกทั้งยังต้องผ่าซีกตรงกลางของซี่ไม้โครงร่ม ปลายมีดเดิมทีจะมีความยาวเท่ากับมีดปกติทั่วไปแต่ในการเหลาไม้โครงร่มจะทำการลับมีดให้มีความคมอยู่เสมอจึงทำให้ปลายมีดมีขนาดสั้นลงไปตามระยะเวลาการใช้งาน ส่วนด้ามมีดที่เป็นไม้นั้นจะมีลักษณะที่ยาวประมาณ 1 ศอก เพื่อลดแรงในการเหลาไม้โดยการใช้ด้ามมีดหนีบไว้ตรงแขน ให้โค้งตามความยาวของแขนช่างเหล่าร่มแต่ละคน ทั้งนี้เพื่อช่วยประคองการใช้กล้ามเนื้อแขนและลดการใช้ข้อมือ อันเป็นเหตุให้เกิดอาการข้ออักเสบ (ภูมิปัญญาช่างโบราณ),ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0003,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0003,มีดกลึงหัวร่ม,มีดกลึงหัวร่ม มี 2 รูปแบบ ในรูปแบบแรกจะมีลักษณะคล้ายกับเสียม ใช้สำหรับเหลาไม้กระท้อนที่เป็นท่อนสี่เหลี่ยมให้มีความเรียบ รูปแบบที่สองมีลักษณะคล้ายมีดธรรมดาแต่ตรงปลายจะโค้งมนมีความแหลมคมไว้สำหรับลงรายละเอียดของหัวร่ม เมื่อลงมีบนไม้ที่อยู่บนแท่นกลึง ความมนของมีด จะพลิ้ว โค้งไปกับลักษณะของไม้ ที่หมุนอยู่ ที่ให้กลึงได้ง่านขึ้น ซึ่งปลายมีดที่แหลมคมของมีดกลึงหัวร่มทั้ง 2 รูปแบบจะทำมาจากเหล็กแหนบรถยนต์เท่านั้น เพราะเป็นเหล็กที่มีความคงทน,ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0004,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0004,เลื่อยมือ,เลื่อยมือ มีลักษณะเป็นรูปทรงสี่เหลี่ยมขนาดกะทัดรัดพอดีมือ ด้านบนเป็นด้ามจับยาวออกมา ส่วนด้านล่างเป็นใบมีดหยักยาวสำหรับเลื่อยตัดไม้ไผ่ที่จะนำมาใช้ในการทำโครงร่ม,ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0005,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0005,"ครกกระเดื่อง , มอง (คำเมือง)",ครกกระเดื่อง เป็นเครื่องทุ่นแรงชนิดหนึ่งของเกษตรกรจะใช้ในการตำเยื่อสา โดยประดิษฐ์เครื่องมือนี้ในรูปแบบของไม้กระดานหก เป็นการสร้างเครื่องมือเครื่องใช้จากภูมิปัญญาชาวบ้าน ตัวครกทำด้วยไม้เนื้อแข็งทนต่อแรงกระแทกได้ดี เช่น ไม้ประดู่ ไม้แดง ลักษณะตัวครกเป็นรูปทรงกระบอกมีเส้นผ่านศูนย์กลางหนน้าครก ตัวครกฝังลงดินให้ปากครกโผล่พ้นดินขึ้นมา คันกระเดื่องทำด้วยไม้เนื้อแข็งเป็นท่อนตรง เจาะรูไม้ให้ทะลุสำหรับสอดคานขว้างคอกระเดื่องให้ปลายนั้นไปคล้องกับรูที่เจาะไว้ทั้ง 2 ข้างเพื่อทำสากแล้วนำส่วนปลายด้ามทำเป็นที่เหยียบเพื่อสากจะตั้งตรงดิ่งลงตรงกลาง ครกกระเดื่องจะมี 2 เสาทำจากไม้เนื้อแข็งฝังเสาลงดินให้แน่นตั้งอยู่เป็นคู่ขนานในแนวเดียวกัน,ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0006,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0006,ค้อนไม้,ค้อนไม้ ลักษณะหัวค้อนเป็นทรงสี่เหลี่ยมทำจากไม้ มีด้ามจับ ไว้ใช้สำหรับทุบเปลือกสาให้ละเอียดเพื่อนำเยื่อสามาทำเป็นกระดาษสา ซึ่งการทุบเปลือกสาด้วยมือ จะทำให้เยื่อสากระจายออกเป็นแผ่น และยางจากเปลือกสาที่มีความเหนียว จะทำให้คุณภาพกระดาษสาดี แต่ในปัจจุบันมีการใช้เครื่องมอเตอร์เข้ามาช่วยในการทำเยื่อสาเพื่อเป็นการประหยัดเวลาและแรงคนในการทุบเยื่อสาให้ละเอียดรวมถึงความรวดเร็วในการผลิตเยื่อสาให้มากยิ่งขึ้น แต่การใช้เครื่องตีสา จะทำลายเส้นใยของปอสาให้ขาด คุณภาพกระดาษจึงไม่เหนียวและคงทนเท่าการทุบเปลือกสาด้วยมือ,ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0007,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0007,"ตะแกรงตักกระดาษสา, พิมพ์สา (คำเมือง)","ตะแกรงตักกระดาษสา ลักษณะเป็นทรงสี่เหลี่ยมผืนผ้าขนาด 40×60 เซนติเมตร (หรือตามความต้องการ) ใช้เพื่อช้อนตักเยื่อกระดาษสาที่แช่อยู่ในอ่างน้ำ โดยจะช้อนตักเยื่อเข้าหาตัวยกตะแกรงขึ้นตรงๆแล้วเทน้ำออกไปทางด้านหน้าโดยเร็วจะช่วยให้กระดาษมีความบางเสมอกัน 
ไม้กรอบของตะแกรงจะทำจากไม้สัก เพราะเป็นไม้ที่มีความทนทาน ไม่เปราะบาง หรือบิดงอได้ง่ายเพื่อทนต่อการโดนน้ำและตากแดดหลายครั้งในการทำกระดาษสา 
",ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0008,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0008,"เครื่องกลึงหัวร่ม (แบบโบราณ, แบบมอเตอร์)",เครื่องกลึงหัวร่ม อดีตจะใช้เครื่องกลึงแบบไม้ มีคานนั่ง ใช้เหล็กในการยึดไม้ ใช้เชือกหรือหนังควาย ที่มีความเหนียว ทนทาน โยงกับไม้คานที่คาดบนหลังคาหรือที่สูงลงมาต่อกับไม้เหยียบ (ทำหน้าที่ผลักพลังงาน ทำให้แกนเครื่องกลึง หมุน ส่วนจะหมุนแรงหรือหมุนเบานั้น ขึ้นอยู่กับแรงเหยียบของช่างแต่ละคน และความเรียบของท่อนไม้ที่จะนำมาทำหัว ตุ้มร่ม) ซึ่งใช้แรงคนในการเหยียบตัวไม้ให้เหล็กที่ยึดไม้หมุนและใช้มีดกลึงหัวร่มกลึงไปตามจังหวะการเหยียบไม้ แต่ในปัจจุบันได้ใช้เครื่องหมุนมอเตอร์เข้ามาช่วยในการกลึงหัวร่มเพื่อความรวดเร็วประหยัดเวลาและแรงคนในการกลึงหัวร่ม,ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0009,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0009,ไผ่บง,ไผ่บง ชื่อวิทยาศาสตร์ Bambusanutans Wall. Ex Munro วงศ์ GRAMINEAE พบได้ในแถบภาคเหนือ และภาคกลาง เป็นไม้ยืนต้น ลักษณะทางพฤกษศาสตร์เป็นต้นไผ่ขนาดกลาง ลำต้นมีเส้นผ่าศูนย์กลางประมาณ 5-8เซนติเมตร สูงประมาณ 6-10 เมตร ขึ้นเป็นกอแน่น ผิวของลำไม่เรียบ และจะเห็นลักษณะคล้ายขนสีนวลหรือสีเทา บางครั้งมีผงคล้ายแป้งติดอยู่ที่ลำ โดยเฉพาะตรงส่วนของโคนลำ จึงทำให้ลำสีเขียวเข้มอมเทา มีส่วนที่สามารถนำไปบริโภค คือหน่ออ่อน การขยายพันธุ์ คือการใช้เหง้า ปักชำลำ หรือเมล็ด ส่วนที่นำมาใช้ทำเป็นโครงร่มคือส่วนของลำต้น,ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0010,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0010,ไผ่ซาง,"ไผ่ซาง  ชื่อวิทยาศาสตร์	Dendrocalamusstrictus (Roxb.) Neesวงศ์Poaceaeชื่อท้องถิ่นไม้ซาง(คนเมือง), ครั่งเปร้า(ปะหล่อง), ลำซาง(ลั้วะ), เพ้าเบี่ยง(เมี่ยน)ลักษณะทั่วไปทางพฤกษศาสตร์เป็นไม้ไผ่หน่ออัดใบ ลำต้นมีสีเขียวอ่อน ไม่มีหนาม ผิวเป็นมัน มีกิ่งเเขนงมาก สูงประมาณ 6-20 เซนติเมตร มีเนื้อประมาณ 5-8 มิลลิเมตร ปล้องยาวประมาณ 15-50 เซนติเมตร เนื้อไม้หยาบ โดยทั่วไปลำต้นมีไม้ผ่าศูนย์กลางประมาณ 5-12.5 เซนติเมตร ถ้าพบบริเวณเนินเขาสูงลำต้นจะมีเส้นผ่าศูนย์กลาง 2,5-10 เซนติเมตร ข้างนอกกาบจะมีขนแข็งสีน้ำตาลเหลือง ในพื้นที่เเห้งเเล้งอาจจะไม่มีขนขณะที่ยังอ่อน กาบหุ้มลำมีสีเขียวอมเหลือง ครีบกาบเล็กหรือไม่มีกระจังกาบเเคบหยักซึ่งจะใช้ในส่วนของลำต้นมาทำเป็นโครงร่มขนาดใหญ่",ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0011,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0011,ไผ่รวก,ไผ่รวกชื่อวิทยาศาสตร์ Thyrsostachyssiamensis Gambleวงศ์ Gramineaeชื่อพื้นเมือง ตีโย รวก ว่าบอบอ แวบ้าง แวปั่งฮวก สะลอมลักษณะโดยทั่วไป เป็นพืชล้มลุกอายุหลายปี  เป็นไม้พุ่มเป็นกอ  ลำต้นตั้งตรง กลม  เป็นทรงกระบอกกลวง ขนาด 2- 5 เซนติเมตร ผิวเกลี้ยง สีเขียวอมเทา  ไม่มีหนาม  เนื้อเเข็ง   มีข้อปล้องชัดเจนแต่ละปล้องจะยาว15-30 เซนติเมตร มีเหง้าใต้ดินสั้น ไม่ทอดขนานไปทางระดับจะใช้ในส่วนของลำต้นมาทำเป็นด้ามร่ม,ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0012,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0012,"สา, ปอสา","สา หรือปอสา ชื่อสามัญ Paper mulberry ชื่อทางพฤกษศาสตร์ Broussonetiapapyrifera (L.) L’Herit
วงศ์ MORACEAE มีแหล่งกำเนิดและการกระจายพันธุ์จากประเทศจีน และญี่ปุ่นปอสาจึงเป็นไม้ต้นพื้นเมืองในแถบจีนและญี่ปุ่น และเป็นพืชในวงศ์เดียวกับต้นหม่อนที่นำใบมาใช้เลี้ยงไหม การเก็บเปลือกไม้จากต้นปอสาเพื่อนำไปใช้ทำกระดาษสา มักเก็บจากป่า และทำการลอกเปลือกลำต้นปอสาซึ่งมีอายุราว 6-12 เดือน ลำต้นปอสามีเส้นผ่านศูนย์กลางราว 3-5 เซนติเมตร โดยอาจใช้วิธีลอกสด ต้ม ย่าง ทุบ หรือขูดก็ได้ จากนั้นจะลอกเอาแต่เปลือกชั้นในมาคัดคุณภาพ ตัด แล้วแช่น้ำค้างคืน ต้มกับด่างฟอกขาว ตีป่น และย้อมสี ในการทำกระดาษสาจะใช้เส้นใยที่ตีป่นแล้ว นำมาลอยในน้ำ ทิ้งให้ตกตะกอนเป็นแผ่นบางๆบนตะแกรง เขย่าและช้อนตะแกรงขึ้น แล้วนำตะแกรงไปตากแดดหรือใส่ในตู้อบ เมื่อแห้งแล้วจะลอกกระดาษออกจากตะแกรงได้เป็นแผ่นและนำกระดาษสามาเป็นส่วนประกอบในการทำร่ม",ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
 hmb-0013,ศูนย์อุตสาหกรรมทำร่ม,https://www.anurak.in.th/handmadeumbrella/site/theme/muse_show_cat1.php?refcode= hmb-0013,ไม้กระท้อน,ไม้กระท้อน ชื่อพฤกษศาสตร์ Sandoricumkoetjape ( Burm. F.) Merr. วงศ์ MELIACEAE ไม้กระท้อนนำมาจากต้นกระท้อนซึ่งเป็นไม้ต้นขนาดกลางถึงขนาดใหญ่ ไม่ผลัดใบ  สูง 15-40 เมตร  ต้นเปล่า ตรง แตกกิ่งต่ำ  เปลือกสีเทาอมน้ำตาล ค่อนข้างเรียบ ต้นกระท้อนสามารถใช้ประโยชน์ได้หลายอย่าง เช่น เนื้อไม้ ใช้ทำกระดานพื้น เครื่องเรือน ลังใส่ของ ฝา เพดาน วงกบประตู หน้าต่าง  ผลแก่ กินเป็นผลไม้ และแทนผัก  ราก รักษาโรคบิด ต้นกระท้อนมีถิ่นกำเนิดในทุกภาคของประเทศ  เป็นไม้ประจำป่าดิบแล้งและชื้น พบบริเวณใกล้แหล่งน้ำที่สูงจากระดับน้ำทะเล 100 - 700 เมตร ซึ่งส่วนประกอบของร่มคือหัวและตุ้มทำมาจากไม้เนื้ออ่อนหลายชนิดซึ่งภาษาพื้นเมืองเรียกว่า ไม้กระท้อน หรืออาจใช้ ไม้ตีนเป็ด  ไม้ส้มเห็ด  ไม่ตุ้มคำ  และไม้แก  การทำหัวและตุ้มนี้ใช้วิธีกลึงโดยเครื่องมือโบราณ  ซึ่งเป็นวิธีการที่บรรพบุรุษได้เคยใช้ทำมาก่อน,ต้นเปา,สันกำแพง,เชียงใหม่,โบราณวัตถุ,18.764342300000003,99.0822906
